Sentiment,News Headline,clean_text,sentiment_encoded
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse net sale grew eur mn first quarter eur mn corresponding period,2
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,finnish kci konecranes raised net sale growth estimate,2
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,2
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceutical company orion net sale rose eur mn first quarter eur mn first quarter,2
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa,2
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit,2
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,according deputy md pekka silvennoinen aim double turnover next three year,2
positive,"According to HKScan Finland , the plan is to increase J+�rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",according hkscan finland plan increase j�rvisuomen portti net sale eur mn eur mn,2
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertising circulation revenue grew respectively,2
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeover cramo become second largest rental service provider latvian market,2
positive,"Again , the most significant sales increase of 18.6 % was in Russia .",significant sale increase russia,2
positive,Alma Media expects its net sales to increase as forecast previously .,alma medium expects net sale increase forecast previously,2
positive,Also Lemmink+�inen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also lemmink�inen profit accounting period went eur mn eur mn year ago,2
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end march group order book eur mn corresponding period,2
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit company increased h reached l,2
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviation system maintenance based kansa generated net sale usd million,1
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sale month period increased respectively eur eur compared,2
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",operating profit net sale month period increased respectively eur eur compared,2
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",operating profit net sale ninemonth period increased respectively compared corresponding period,2
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,2
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,2
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,2
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,2
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale threemonth period increased respectively eur eur compared corresponding period,2
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",operating profit net sale threemonth period increased respectively eur eurm compared corresponding quarter,2
